Roll_S1,Pitch_S1,Yaw_S1,Roll_S2,Pitch_S2,Yaw_S2,Roll_S3,Pitch_S3,Yaw_S3,Miscare,Time
-14.7,-74.55,-0.15,-69.68,-19.48,6.81,2.93,71.3,-0.12,Write_PC_Normal,344.4
-14.49,-73.94,-0.24,-70.41,-19.34,6.81,3.17,71.4,-0.11,Write_PC_Normal,344.42
-14.42,-74.65,-0.18,-70.11,-19.3,6.81,3.24,71.44,-0.15,Write_PC_Normal,344.44
-14.25,-74.27,-0.51,-70.18,-19.24,6.81,3.2,71.52,-0.13,Write_PC_Normal,344.46
-14.14,-74.56,-0.34,-70.33,-19.18,6.81,3.22,71.56,-0.07,Write_PC_Normal,344.48
-14.19,-74.33,-0.1,-70.45,-19.17,6.81,3.25,71.48,-0.08,Write_PC_Normal,344.5
-14.15,-74.21,-0.24,-70.56,-19.16,6.81,3.22,71.45,-0.11,Write_PC_Normal,344.52
-14.15,-74.5,-0.3,-70.4,-19.18,6.81,3.22,71.3,-0.1,Write_PC_Normal,344.54
-14.05,-74.55,-0.53,-70.28,-19.13,6.81,3.45,71.29,-0.09,Write_PC_Normal,344.56
-13.96,-74.96,0.39,-70.31,-19.12,6.81,3.54,71.24,-0.08,Write_PC_Normal,344.58
-13.95,-74.41,0.51,-70.42,-19.09,6.81,3.84,71.21,-0.08,Write_PC_Normal,344.6
-13.87,-74.44,0.61,-70.65,-19.08,6.81,3.63,71.18,-0.06,Write_PC_Normal,344.62
-13.78,-74.74,0.38,-70.69,-19.04,6.81,3.58,71.21,-0.01,Write_PC_Normal,344.64
-13.82,-74.61,-0.13,-70.72,-19.01,6.81,3.64,71.25,-0.02,Write_PC_Normal,344.66
-13.77,-74.8,-0.66,-70.53,-19.01,6.81,3.48,71.22,0,Write_PC_Normal,344.68
-13.88,-74.79,0.1,-70.57,-19.06,6.81,3.43,71.14,0.01,Write_PC_Normal,344.7
-14.02,-74.44,0.79,-70.31,-19.05,6.81,3.27,71.23,0.02,Write_PC_Normal,344.72
-14.17,-74.13,0.3,-70.67,-19.08,6.81,2.96,71.08,0.12,Write_PC_Normal,344.74
-14.37,-74.24,-0.04,-70.54,-19.1,6.81,2.53,70.97,0.06,Write_PC_Normal,344.76
-14.47,-74.65,0.32,-70.45,-19.13,6.81,2.27,71.04,-0.03,Write_PC_Normal,344.78
-14.58,-74.21,0.66,-70.42,-19.26,6.81,2.26,70.92,-0.01,Write_PC_Normal,344.8
-14.7,-73.82,-0.29,-70.61,-19.21,6.81,2.23,70.94,-0.02,Write_PC_Normal,344.82
-14.7,-74.37,-0.49,-70.55,-19.2,6.81,1.98,71.03,-0.06,Write_PC_Normal,344.84
-14.66,-74.39,-0.02,-70.39,-19.13,6.81,1.94,71.12,-0.11,Write_PC_Normal,344.86
-14.62,-74.42,0.47,-70.55,-19.14,6.81,1.83,71.14,-0.11,Write_PC_Normal,344.88
-14.62,-74.33,1.4,-70.44,-19.1,6.81,1.92,71.06,-0.11,Write_PC_Normal,344.9
-14.59,-74.62,1.09,-70.76,-19.06,6.81,1.96,70.97,-0.16,Write_PC_Normal,344.92
-14.54,-74.38,0.25,-70.52,-19.04,6.81,2.12,70.95,-0.19,Write_PC_Normal,344.94
-14.42,-74.51,-0.26,-70.62,-19.02,6.81,2.36,70.98,-0.17,Write_PC_Normal,344.96
-14.3,-74.51,-0.51,-70.52,-19.01,6.81,2.62,71.05,-0.16,Write_PC_Normal,344.98
-14.31,-73.79,-0.42,-70.48,-19.1,6.81,3.09,70.93,-0.18,Write_PC_Normal,345
-14.42,-74.01,-0.04,-70.38,-19.25,6.81,3.29,70.81,-0.16,Write_PC_Normal,345.02
-14.14,-74.75,-0.14,-70.43,-19.22,6.81,2.65,70.93,0.01,Write_PC_Normal,345.04
-13.9,-75.52,-0.46,-71.7,-18.81,6.81,1.66,71.23,0.17,Write_PC_Normal,345.06
-13.69,-74.96,-0.23,-71.14,-18.32,6.81,0.8,71.7,0.13,Write_PC_Normal,345.08
-13.73,-74.64,-0.1,-71.47,-18.25,6.81,0.1,71.74,0.03,Write_PC_Normal,345.1
-14.11,-74.22,-0.03,-71.49,-18.08,6.81,1.55,71.61,0.02,Write_PC_Normal,345.12
-14.25,-74.36,-0.41,-70.61,-18.32,6.81,1.8,71.34,-0.26,Write_PC_Normal,345.14
-14.22,-74.3,-0.24,-70.2,-18.78,6.81,1.77,71.06,-0.26,Write_PC_Normal,345.16
-14.49,-73.75,-0.21,-70.22,-19.08,6.81,2.75,70.69,-0.22,Write_PC_Normal,345.18
-14.71,-73.72,-0.46,-69.86,-19.42,6.81,3.03,70.4,-0.1,Write_PC_Normal,345.2
-14.81,-74.09,-0.42,-70.09,-19.56,6.81,2.93,70.18,0.16,Write_PC_Normal,345.22
-14.91,-73.87,-0.92,-70.88,-19.39,6.81,2.49,70.21,0.24,Write_PC_Normal,345.24
-14.85,-74.37,-0.93,-70.71,-19.16,6.81,1.68,70.38,0.21,Write_PC_Normal,345.26
-14.76,-74.4,0.23,-71.25,-18.82,6.81,0.76,70.75,0.16,Write_PC_Normal,345.28
-14.7,-74.17,0.52,-71.36,-18.53,6.81,0.08,71.07,-0.03,Write_PC_Normal,345.3
-14.65,-74.36,-0.28,-70.98,-18.43,6.81,-0.07,71.18,-0.15,Write_PC_Normal,345.32
-14.6,-73.98,-0.53,-71.34,-18.42,6.81,0.14,71.18,-0.17,Write_PC_Normal,345.34
-14.66,-74.33,0.2,-71.07,-18.41,6.81,0.49,71.2,-0.3,Write_PC_Normal,345.36
-14.58,-74.47,0.62,-70.83,-18.57,6.81,0.58,71.15,-0.35,Write_PC_Normal,345.38
-14.48,-74.14,-0.09,-71.01,-18.69,6.81,1.21,71.11,-0.19,Write_PC_Normal,345.4
-14.5,-74.31,0.19,-71.21,-18.75,6.81,1.8,71.02,-0.08,Write_PC_Normal,345.42
-14.47,-74.39,0.61,-70.55,-18.73,6.81,1.64,71.04,-0.15,Write_PC_Normal,345.44
-14.43,-74.1,0.6,-70.55,-18.79,6.81,1.65,71.05,-0.13,Write_PC_Normal,345.46
-14.39,-74.16,-0.25,-71.47,-18.74,6.81,1.86,71.04,0.07,Write_PC_Normal,345.48
-14.37,-74.6,-0.47,-71,-18.6,6.81,1.47,71.06,-0.03,Write_PC_Normal,345.5
-14.48,-73.99,0.36,-70.41,-18.69,6.81,1.31,71.12,-0.17,Write_PC_Normal,345.52
-14.78,-73.76,1.34,-70.82,-18.87,6.81,1.54,70.89,-0.11,Write_PC_Normal,345.54
-15.04,-73.79,1.38,-70.47,-19,6.81,1.38,70.56,-0.14,Write_PC_Normal,345.56
-14.99,-73.5,0.3,-70.4,-19.15,6.81,1.55,70.46,-0.11,Write_PC_Normal,345.58
-15.16,-73.46,-0.37,-70.26,-19.21,6.81,2.01,70.34,-0.09,Write_PC_Normal,345.6
-15.11,-73.64,0.25,-70.49,-19.3,6.81,1.9,70.25,-0.02,Write_PC_Normal,345.62
-15.05,-73.65,1.11,-70.67,-19.22,6.81,1.81,70.34,-0.05,Write_PC_Normal,345.64
-14.96,-73.9,0.22,-70.66,-19.23,6.81,1.5,70.37,-0.01,Write_PC_Normal,345.66
-15,-73.64,-0.04,-70.27,-19.17,6.81,1.69,70.36,0.06,Write_PC_Normal,345.68
-15.07,-73.57,-0.32,-70.73,-19.18,6.81,1.84,70.43,-0.02,Write_PC_Normal,345.7
-15.09,-74.32,0.57,-70.32,-19.19,6.81,1.52,70.59,-0.03,Write_PC_Normal,345.72
-15.09,-72.87,1.05,-71.28,-19.21,6.81,1.28,70.48,0.34,Write_PC_Normal,345.74
-15.17,-74.12,0.65,-70.76,-18.89,6.81,0.63,70.44,-0.11,Write_PC_Normal,345.76
-14.95,-73.59,-0.31,-71.3,-18.84,6.81,0.42,70.66,-0.05,Write_PC_Normal,345.78
-15.09,-74.08,0.03,-70.62,-18.97,6.81,0.23,70.61,-0.11,Write_PC_Normal,345.8
-15.63,-72.14,0.57,-70.85,-18.9,6.81,0.67,70.4,0.12,Write_PC_Normal,345.82
-15.09,-74.5,-0.06,-70.09,-19.1,6.81,-1.33,70.36,-0.32,Write_PC_Normal,345.84
-15.57,-73.72,0.24,-70.88,-18.87,6.81,-0.06,70.43,0.02,Write_PC_Normal,345.86
-14.89,-72.54,0.63,-72.47,-18.56,6.81,-0.73,70.67,-0.18,Write_PC_Normal,345.88
-14.84,-75.57,0.75,-69.65,-18.75,6.81,0.29,70.6,-0.64,Write_PC_Normal,345.9
-15.48,-72.06,1.19,-69.13,-19.56,6.81,1.26,70.25,0.31,Write_PC_Normal,345.92
-15.41,-73.39,0.83,-69.94,-19.83,6.81,-0.38,70.42,0.25,Write_PC_Normal,345.94
-15.87,-74.04,0.41,-69.53,-20,6.81,0.35,70.71,-0.09,Write_PC_Normal,345.96
-15.76,-72.49,0.33,-69.4,-19.82,6.81,-0.37,70.94,0.02,Write_PC_Normal,345.98
-15.94,-74.27,0.09,-70.01,-20.03,6.81,-1.46,70.75,-0.01,Write_PC_Normal,346
-16.21,-72.35,0.06,-69.69,-19.67,6.81,-0.98,70.64,-0.26,Write_PC_Normal,346.02
-15.86,-74.14,0.47,-69.38,-19.37,6.81,-1.51,70.68,-0.54,Write_PC_Normal,346.04
-15.38,-73.76,0.09,-70.68,-19.47,6.81,-0.64,70.79,-0.02,Write_PC_Normal,346.06
-15.06,-73.96,0.8,-70.32,-19.28,6.81,-0.09,71.09,-0.22,Write_PC_Normal,346.08
-14.71,-74.54,0.32,-70.13,-19.27,6.81,0.19,71.7,-0.29,Write_PC_Normal,346.1
-14.72,-74.22,-0.42,-69.69,-19.25,6.81,0.42,71.83,-0.19,Write_PC_Normal,346.12
-15.01,-73.46,-0.88,-68.98,-19.64,6.81,0.73,71.67,-0.16,Write_PC_Normal,346.14
-15.25,-73.16,0.18,-69.16,-19.97,6.81,1.05,71.54,-0.15,Write_PC_Normal,346.16
-15.31,-73.59,0.26,-69.15,-20.11,6.81,1.48,71.34,-0.03,Write_PC_Normal,346.18
-15.42,-73.69,-0.22,-70.46,-19.99,6.81,1.91,70.95,0.18,Write_PC_Normal,346.2
-15.35,-73.38,-0.32,-69.73,-19.74,6.81,1.74,70.87,-0.15,Write_PC_Normal,346.22
-15.6,-72.83,-0.01,-69.06,-20.44,6.81,2.63,70.46,0.19,Write_PC_Normal,346.24
-16,-72.58,0.72,-69.12,-20.66,6.81,2.69,70.18,0.06,Write_PC_Normal,346.26
-16.17,-73.04,0.22,-69.06,-20.75,6.81,2.28,70.16,0.05,Write_PC_Normal,346.28
-16.25,-72.43,0.06,-69.66,-20.57,6.81,1.81,70.1,0.24,Write_PC_Normal,346.3
-16.21,-72.98,0.39,-69.52,-20.32,6.81,1.18,70.16,-0.14,Write_PC_Normal,346.32
-16.21,-73,0.26,-69.06,-20.4,6.81,1.38,70.12,-0.26,Write_PC_Normal,346.34
-16.13,-72.49,-0.19,-69.34,-20.41,6.81,1.75,70.07,-0.06,Write_PC_Normal,346.36
-16.09,-72.69,-0.36,-69.46,-20.29,6.81,1.88,69.99,-0.11,Write_PC_Normal,346.38
-15.98,-72.86,0.43,-69.34,-20.31,6.81,1.95,70.03,-0.13,Write_PC_Normal,346.4
-15.94,-73,0.85,-69.36,-20.28,6.81,2.02,70.11,-0.02,Write_PC_Normal,346.42
-15.83,-72.99,0.17,-69.61,-20.22,6.81,1.82,70.23,0.1,Write_PC_Normal,346.44
-16.01,-72.74,-0.06,-69.24,-20.19,6.81,1.64,70.11,-0.12,Write_PC_Normal,346.46
-16.01,-72.69,0.63,-69.54,-20.25,6.81,1.65,70.03,-0.02,Write_PC_Normal,346.48
-16.06,-72.83,0.79,-69.54,-20.15,6.81,1.59,69.96,-0.04,Write_PC_Normal,346.5
-15.98,-73.14,0.18,-69.5,-20.15,6.81,1.42,69.97,-0.07,Write_PC_Normal,346.52
-15.93,-72.82,-0.02,-69.77,-20.01,6.81,1.54,70.01,-0.06,Write_PC_Normal,346.54
-15.88,-72.93,0.78,-69.71,-19.94,6.81,1.55,70.02,-0.11,Write_PC_Normal,346.56
-15.74,-73.28,0.67,-69.99,-19.85,6.81,1.3,70.05,-0.02,Write_PC_Normal,346.58
-15.65,-73.46,-0.18,-70.16,-19.66,6.81,1.38,70.2,-0.08,Write_PC_Normal,346.6
-15.51,-73.53,-0.3,-69.95,-19.6,6.81,1.14,70.45,-0.09,Write_PC_Normal,346.62
-15.51,-72.96,0.62,-70.13,-19.64,6.81,1.25,70.54,-0.04,Write_PC_Normal,346.64
-15.66,-72.87,1.42,-69.63,-19.76,6.81,1.32,70.52,-0.1,Write_PC_Normal,346.66
-15.66,-73.09,0.51,-69.78,-19.83,6.81,1.41,70.49,-0.07,Write_PC_Normal,346.68
-15.66,-73.33,-0.38,-69.81,-19.82,6.81,1.36,70.59,-0.02,Write_PC_Normal,346.7
-15.64,-73.41,-0.16,-70.17,-19.75,6.81,1.23,70.69,0,Write_PC_Normal,346.72
-15.69,-73.6,0.96,-70.33,-19.66,6.81,0.99,70.53,-0.12,Write_PC_Normal,346.74
-15.65,-73.48,0.58,-70.04,-19.62,6.81,1,70.48,-0.13,Write_PC_Normal,346.76
-15.53,-73.53,0.36,-70.01,-19.61,6.81,1.21,70.51,-0.13,Write_PC_Normal,346.78
-15.38,-73.71,0.09,-70.32,-19.59,6.81,1.36,70.59,-0.11,Write_PC_Normal,346.8
-15.4,-73.38,0.61,-69.99,-19.66,6.81,1.72,70.53,-0.15,Write_PC_Normal,346.82
-15.34,-73.68,0.29,-69.68,-19.72,6.81,1.9,70.47,-0.09,Write_PC_Normal,346.84
-15.38,-73.32,0.56,-70.04,-19.69,6.81,1.87,70.42,-0.02,Write_PC_Normal,346.86
-15.4,-73.43,0.88,-69.98,-19.68,6.81,1.79,70.45,-0.09,Write_PC_Normal,346.88
-15.36,-73.48,1.07,-70.22,-19.66,6.81,1.83,70.47,-0.04,Write_PC_Normal,346.9
-15.35,-73.45,0.78,-70.15,-19.64,6.81,1.76,70.46,-0.03,Write_PC_Normal,346.92
-15.36,-73.55,0.32,-69.71,-19.65,6.81,1.82,70.38,-0.14,Write_PC_Normal,346.94
-15.36,-73.6,0.33,-69.71,-19.74,6.81,2.24,70.35,-0.17,Write_PC_Normal,346.96
-15.26,-73.5,0.69,-69.89,-19.8,6.81,2.3,70.33,-0.02,Write_PC_Normal,346.98
-15.3,-73.51,0.57,-69.87,-19.76,6.81,2.35,70.37,-0.04,Write_PC_Normal,347
-15.25,-73.7,-0.49,-69.69,-19.79,6.81,2.43,70.36,-0.01,Write_PC_Normal,347.02
-15.26,-73.57,-0.6,-70.29,-19.76,6.81,2.17,70.36,0.17,Write_PC_Normal,347.04
-15.33,-73.6,-0.52,-70.18,-19.62,6.81,1.72,70.45,0.1,Write_PC_Normal,347.06
-15.33,-73.56,0.47,-69.88,-19.55,6.81,1.48,70.56,0.03,Write_PC_Normal,347.08
-15.35,-73.58,0.5,-70.29,-19.47,6.81,1.32,70.7,0.1,Write_PC_Normal,347.1
-15.38,-73.35,-0.05,-70.1,-19.43,6.81,0.9,70.84,0.05,Write_PC_Normal,347.12
-15.46,-73.75,0.59,-70.14,-19.33,6.81,0.58,70.92,-0.02,Write_PC_Normal,347.14
-15.49,-73.76,0.73,-70.37,-19.25,6.81,0.22,70.89,-0.11,Write_PC_Normal,347.16
-15.37,-73.81,0.38,-70.61,-19.13,6.81,0.03,70.88,-0.11,Write_PC_Normal,347.18
-15.33,-73.86,0.26,-70.62,-19.01,6.81,0.14,70.83,-0.22,Write_PC_Normal,347.2
-15.19,-73.62,0.1,-70.69,-19.02,6.81,0.5,70.84,-0.21,Write_PC_Normal,347.22
-15.1,-73.8,0.01,-70.5,-19.08,6.81,0.78,70.77,-0.21,Write_PC_Normal,347.24
-15.06,-73.86,-0.94,-70.22,-19.14,6.81,1.25,70.77,-0.21,Write_PC_Normal,347.26
-15.06,-73.51,-0.12,-70.58,-19.25,6.81,1.47,70.68,-0.07,Write_PC_Normal,347.28
-15.12,-73.83,0.5,-70.58,-19.28,6.81,1.52,70.53,-0.06,Write_PC_Normal,347.3
-15.06,-74.02,0.05,-70.41,-19.29,6.81,1.43,70.57,-0.03,Write_PC_Normal,347.32
-15.01,-74.1,-0.4,-70.44,-19.2,6.81,1.26,70.67,-0.01,Write_PC_Normal,347.34
-14.99,-73.81,-0.64,-70.59,-19.13,6.81,1.07,70.73,-0.02,Write_PC_Normal,347.36
-15.07,-73.83,-0.3,-70.39,-19.16,6.81,1.05,70.6,-0.05,Write_PC_Normal,347.38
-15.11,-74.02,-0.69,-70.3,-19.18,6.81,1.19,70.54,-0.05,Write_PC_Normal,347.4
-15.01,-74,-1.45,-70.45,-19.21,6.81,1.3,70.64,-0.01,Write_PC_Normal,347.42
-14.99,-74.02,-1.14,-70.49,-19.16,6.81,1.26,70.79,0.03,Write_PC_Normal,347.44
-14.98,-73.87,0.4,-70.81,-19.12,6.81,1.24,70.94,0.03,Write_PC_Normal,347.46
-14.93,-73.86,0.65,-70.91,-18.95,6.81,0.73,71.09,0.09,Write_PC_Normal,347.48
-14.84,-74.27,1.21,-71.05,-18.75,6.81,0.11,71.14,-0.04,Write_PC_Normal,347.5
-14.83,-74.32,1.52,-71.53,-18.64,6.81,-0.19,71.21,-0.07,Write_PC_Normal,347.52
-14.9,-74.07,1.55,-71.07,-18.6,6.81,-0.23,70.99,-0.2,Write_PC_Normal,347.54
-14.88,-73.96,-0.23,-71.19,-18.65,6.81,0.24,70.87,-0.2,Write_PC_Normal,347.56
-14.74,-74.28,-0.03,-70.94,-18.65,6.81,0.59,70.88,-0.23,Write_PC_Normal,347.58
-14.6,-74.32,0.43,-70.68,-18.74,6.81,0.94,70.88,-0.22,Write_PC_Normal,347.6
-14.59,-74.28,-0.5,-70.83,-18.8,6.81,1.31,70.86,-0.1,Write_PC_Normal,347.62
-14.62,-74.14,-0.77,-70.63,-18.85,6.81,1.48,70.82,-0.1,Write_PC_Normal,347.64
-14.51,-74.3,-0.39,-70.91,-18.85,6.81,1.53,70.83,-0.02,Write_PC_Normal,347.66
-14.51,-74.12,0.33,-70.78,-18.79,6.81,1.28,70.89,0,Write_PC_Normal,347.68
-14.58,-74.27,-0.33,-71.12,-18.75,6.81,1.11,70.77,-0.02,Write_PC_Normal,347.7
-14.59,-74.29,-0.3,-71,-18.74,6.81,1.15,70.76,-0.07,Write_PC_Normal,347.72
-14.5,-74.45,0.2,-70.88,-18.68,6.81,1.14,70.86,-0.04,Write_PC_Normal,347.74
-14.47,-74.26,0.37,-70.9,-18.65,6.81,1.04,70.92,-0.09,Write_PC_Normal,347.76
-14.49,-74.42,-0.78,-70.56,-18.73,6.81,1.33,70.95,-0.07,Write_PC_Normal,347.78
-14.55,-74.3,-0.61,-70.76,-18.79,6.81,1.33,70.96,0.03,Write_PC_Normal,347.8
-14.62,-74.4,-0.44,-70.67,-18.8,6.81,1.12,70.99,-0.02,Write_PC_Normal,347.82
-14.69,-74.23,-0.21,-70.71,-18.88,6.81,0.84,71.05,0.1,Write_PC_Normal,347.84
-14.88,-73.96,-0.65,-70.69,-18.79,6.81,0.37,71.07,0.06,Write_PC_Normal,347.86
-15.01,-74.01,0.12,-70.88,-18.77,6.81,-0.07,71,-0.04,Write_PC_Normal,347.88
-15.02,-74.32,0.93,-70.96,-18.7,6.81,-0.38,71.01,-0.1,Write_PC_Normal,347.9
-14.88,-74.37,-0.11,-70.94,-18.67,6.81,0.07,71.1,-0.2,Write_PC_Normal,347.92
-14.81,-74.04,-0.81,-71.04,-18.7,6.81,0.38,71.09,-0.15,Write_PC_Normal,347.94
-14.86,-74.3,-0.54,-70.91,-18.74,6.81,0.4,70.93,-0.16,Write_PC_Normal,347.96
-14.85,-74.36,0.24,-70.83,-18.74,6.81,0.55,70.79,-0.18,Write_PC_Normal,347.98
-14.66,-74.26,-0.07,-70.86,-18.72,6.81,0.76,70.91,-0.07,Write_PC_Normal,348
-14.65,-74.13,-0.24,-70.82,-18.73,6.81,0.85,70.95,-0.09,Write_PC_Normal,348.02
-14.72,-74.08,-0.04,-70.82,-18.82,6.81,1.2,70.73,-0.1,Write_PC_Normal,348.04
-14.6,-74.34,-0.12,-71,-18.73,6.81,1.03,70.86,-0.03,Write_PC_Normal,348.06
-14.59,-74.16,-0.63,-70.94,-18.69,6.81,0.79,70.97,-0.04,Write_PC_Normal,348.08
-14.63,-74.46,-0.7,-70.85,-18.65,6.81,0.61,70.94,-0.03,Write_PC_Normal,348.1
-14.67,-74.56,0.1,-70.84,-18.7,6.81,0.81,70.87,-0.09,Write_PC_Normal,348.12
-14.65,-74.2,-0.6,-70.93,-18.71,6.81,0.97,70.88,-0.05,Write_PC_Normal,348.14
-14.65,-74.31,-1.28,-70.63,-18.82,6.81,0.83,70.95,0,Write_PC_Normal,348.16
-14.83,-74.31,0.01,-70.95,-18.89,6.81,0.84,70.96,0.03,Write_PC_Normal,348.18
-14.97,-74,0.37,-70.71,-19.02,6.81,0.64,70.89,0.06,Write_PC_Normal,348.2
-15.02,-74.02,0.21,-70.85,-18.92,6.81,0.24,70.9,0.14,Write_PC_Normal,348.22
-14.98,-74.18,0.87,-71.14,-18.68,6.81,-0.5,71.13,0.09,Write_PC_Normal,348.24
-15.08,-74.26,0.16,-71.03,-18.43,6.81,-1.19,71.25,-0.12,Write_PC_Normal,348.26
-15.11,-73.98,-0.16,-71.1,-18.44,6.81,-1.17,71.12,-0.2,Write_PC_Normal,348.28
-15.01,-74.22,0.8,-71.06,-18.43,6.81,-0.93,70.92,-0.2,Write_PC_Normal,348.3
-14.93,-74.4,1.08,-71.26,-18.42,6.81,-0.71,70.96,-0.2,Write_PC_Normal,348.32
-14.87,-74.37,0.3,-71.02,-18.46,6.81,-0.43,70.87,-0.14,Write_PC_Normal,348.34
-14.93,-74.06,-0.93,-71.39,-18.48,6.81,-0.33,70.77,-0.13,Write_PC_Normal,348.36
-14.85,-74.24,0.07,-71.05,-18.51,6.81,-0.06,70.77,-0.11,Write_PC_Normal,348.38
-14.81,-74.33,0.16,-71.06,-18.5,6.81,-0.02,70.79,-0.06,Write_PC_Normal,348.4
-14.75,-74.39,-0.12,-71.29,-18.5,6.81,-0.05,70.82,-0.06,Write_PC_Normal,348.42
-14.76,-74.45,-0.44,-71.05,-18.48,6.81,-0.13,70.82,-0.05,Write_PC_Normal,348.44
-14.76,-74.39,0.79,-71.26,-18.46,6.81,-0.12,70.81,-0.05,Write_PC_Normal,348.46
-14.8,-74.05,0.08,-71.17,-18.53,6.81,0.06,70.97,0.03,Write_PC_Normal,348.48
-14.98,-74.02,-0.77,-71.05,-18.62,6.81,-0.19,70.83,0,Write_PC_Normal,348.5
-15.05,-74.03,-0.15,-71.01,-18.62,6.81,-0.36,70.85,-0.01,Write_PC_Normal,348.52
-14.94,-74.3,0.1,-71.17,-18.57,6.81,-0.56,71.04,0.02,Write_PC_Normal,348.54
-14.98,-74.14,0.11,-70.93,-18.45,6.81,-0.85,71.2,-0.04,Write_PC_Normal,348.56
-15.03,-74.07,0.24,-71.05,-18.44,6.81,-1.18,71.17,-0.08,Write_PC_Normal,348.58
-15.08,-74.1,0.39,-71.41,-18.38,6.81,-1.09,70.92,-0.14,Write_PC_Normal,348.6
-14.76,-74.36,0.49,-71.21,-18.34,6.81,-0.34,71.01,-0.18,Write_PC_Normal,348.62
-14.69,-74.24,0.08,-70.96,-18.4,6.81,-0.03,71,-0.11,Write_PC_Normal,348.64
-14.72,-74.29,-0.16,-71.34,-18.45,6.81,-0.02,70.9,-0.04,Write_PC_Normal,348.66
-14.76,-74.31,-0.64,-71.46,-18.42,6.81,-0.44,70.91,-0.02,Write_PC_Normal,348.68
-14.87,-74.4,0.05,-71.37,-18.34,6.81,-0.61,70.75,-0.1,Write_PC_Normal,348.7
-14.78,-74.28,-0.33,-71.4,-18.33,6.81,-0.56,70.71,-0.11,Write_PC_Normal,348.72
-14.68,-74.54,-0.11,-71.24,-18.35,6.81,0.2,70.9,-0.16,Write_PC_Normal,348.74
-14.6,-74.66,0.94,-70.88,-18.54,6.81,0.27,70.86,-0.06,Write_PC_Normal,348.76
-14.64,-74.51,0.97,-71.17,-18.48,6.81,0.73,70.98,0.01,Write_PC_Normal,348.78
-14.58,-74.71,0.1,-71.09,-18.5,6.81,0.26,71.19,0.03,Write_PC_Normal,348.8
-14.62,-74.24,0.21,-71.41,-18.4,6.81,0.38,71.29,0.04,Write_PC_Normal,348.82
-14.63,-74.46,1.67,-71.36,-18.46,6.81,-0.49,71.36,0.02,Write_PC_Normal,348.84
-14.7,-74.74,0.48,-71.05,-18.31,6.81,-0.83,71.4,-0.04,Write_PC_Normal,348.86
-14.69,-74.65,-0.11,-71.32,-18.22,6.81,-0.83,71.42,-0.13,Write_PC_Normal,348.88
-14.56,-74.48,0.12,-71.27,-18.24,6.81,-0.7,71.3,-0.2,Write_PC_Normal,348.9
-14.49,-74.83,-0.34,-71.14,-18.23,6.81,0,71.29,-0.24,Write_PC_Normal,348.92
-14.34,-74.68,-0.33,-71.39,-18.35,6.81,0.57,71.24,-0.12,Write_PC_Normal,348.94
-14.29,-74.74,0.42,-71.28,-18.35,6.81,0.59,71.18,-0.12,Write_PC_Normal,348.96
-14.27,-74.67,0.35,-71.34,-18.38,6.81,0.97,71.07,-0.01,Write_PC_Normal,348.98
-14.21,-74.71,-0.18,-70.97,-18.38,6.81,0.6,71.17,-0.05,Write_PC_Normal,349
-14.19,-74.45,-0.05,-71.29,-18.31,6.81,1.01,71.26,-0.05,Write_PC_Normal,349.02
-14.21,-74.61,1.09,-71.14,-18.41,6.81,0.95,71.19,0,Write_PC_Normal,349.04
-14.23,-74.56,0.5,-71.64,-18.33,6.81,0.62,71.08,-0.02,Write_PC_Normal,349.06
-14.08,-74.6,-0.61,-71.12,-18.3,6.81,0.16,71.33,-0.04,Write_PC_Normal,349.08
-14.32,-74.4,-1.08,-71.82,-18.2,6.81,0.7,71.19,0.11,Write_PC_Normal,349.1
-14.31,-74.68,-0.97,-71.2,-18.33,6.81,0.39,71.32,-0.03,Write_PC_Normal,349.12
-14.31,-74.98,-0.79,-71.03,-18.33,6.81,0.02,71.41,-0.05,Write_PC_Normal,349.14
-14.44,-74.48,0.02,-71.29,-18.28,6.81,0.3,71.55,0.01,Write_PC_Normal,349.16
-14.55,-74.44,0.04,-71.45,-18.29,6.81,-0.4,71.47,0.02,Write_PC_Normal,349.18
-14.58,-74.67,-0.33,-71.72,-18.25,6.81,-0.55,71.45,-0.09,Write_PC_Normal,349.2
-14.52,-74.97,0,-71.21,-18.08,6.81,-0.74,71.41,-0.2,Write_PC_Normal,349.22
-14.29,-74.8,1.29,-71.53,-18.09,6.81,-0.47,71.46,-0.16,Write_PC_Normal,349.24
-14.44,-74.52,-0.27,-71.42,-18.11,6.81,0.18,71.29,-0.2,Write_PC_Normal,349.26
-14.29,-74.62,-0.48,-71.62,-18.23,6.81,0.11,71.16,-0.09,Write_PC_Normal,349.28
-14.24,-74.77,-0.62,-71.26,-18.14,6.81,0.68,71.21,-0.11,Write_PC_Normal,349.3
-14.05,-74.84,-1.16,-71.7,-18.2,6.81,0.61,71.33,-0.03,Write_PC_Normal,349.32
-14.2,-75.19,-0.81,-71.31,-18.25,6.81,0.7,71.24,-0.12,Write_PC_Normal,349.34
-14.14,-74.88,0.08,-71.57,-18.34,6.81,0.39,71.07,0.02,Write_PC_Normal,349.36
-14.16,-75.04,-0.27,-71.38,-18.15,6.81,0.8,71.26,-0.08,Write_PC_Normal,349.38
-14.04,-75.45,-0.87,-71.53,-18.24,6.81,0.44,71.39,0.06,Write_PC_Normal,349.4
-14.18,-74.64,-0.15,-71.52,-18.21,6.81,0.68,71.48,0.05,Write_PC_Normal,349.42
